predictions,reason,text,score
False,,"Like lighthouses, charter schools were an area that we could look to perhaps, to see some kind of change in policy that might benefit the entire system in terms of public education. I attended a meeting in Oakland several years back and was excited to hear from the director of Charter Schools Division of Oakland Unified about a system he called",0.0
False,,"Knowledge Transfer where the principals at Charter schools and the principals at traditional public schools would come together and they would share best practices, and that's what was intended here, to talk about lessons learned, and we don't do that enough, but the people cannot learn, we cannot learn from this innovation if",0.0
False,,"if this kind of business is conducted in private. What we didn't intend in establishing charter schools was that we would give a charter school total authority to do whatever they wanted with the tax dollars that they receive. The establishment of charter schools was not us, the public, yielding control to the agencies that serve us.",0.0
False,,"In fact, we insist on retaining control and on staying informed. Having private and secret meetings to discuss how tax dollars are being spent is not innovation and in fact, it's resulted in quite a few horror stories. I have with me Kyle Serrette, from the Center for Popular Democracy, to discuss a report put out in March of this year.",0.0
False,,"That outlines more than $81 million of fraud of waste of abuse of tax dollars by charter school operators to date. But to talk about, and that's in this state, but to talk about how frequency this is occurring, I did kind of a quick Google search about just since the release in March 2015 to now. So I'm talking about the last two months and found seven additional instances.",0.0
False,,"Happy to walk through those if you guys, desire, but what this bill is saying to charter schools is by all means do what you want but do it out in the open where everyone can see. That's why we're talking about open meetings, that's why we're talking about public records. What this bill truly is saying is dream big and think outside the box,",0.0
False,,"but don't abuse the public trust and spend that money on our kids, spend it on our students. We urge your aye vote.",0.0
False,,"Mr. Chair and members, Rand Martin on behalf of the California Charter Schools Association. I just have to say wow. The last support statements were very surprising. I didn't realize that there was $84 million in fraud that charter schools were perpetrating on the state of California.",0.0
False,,"I sincerely regret that and will certainly check into where all that fraud is occurring. Also like to point out that, the statement that there are no regularly scheduled audits of charter schools is perplexing. I suggest you ask the superintendent of public instruction whether any schools or schools districts are audited.",0.0
False,,"And he will tell you, they all are. The controller audits them. We also have to do private audits that are shared with our school district authorizers. Our authorizers oversee our finances. To make those statements in support of this bill is really very surprising. And I really didn't want to talk about that, but those things had to be responded to.",0.0
False,,"So I do want to get into what I do want to talk about, and that's two things. One is CCSA does agree that the law needs to be clarified, and we've made it very clear over many, many years. That the law needs to be clarified. We support changes to the Public Records Act. We support changes to the Political Reform Act.",0.0
False,,"We support changes so that the Brown Act that include charter schools. The one thing that we don't agree with is government code 1090, and we've made it very clear from the beginning, for the last few years, that, that is a real problem. It's become even more apparent to us how much of a problem.",0.0
False,,"Charter schools do not have the same flexibility that school districts have in order to accommodate financial crisis. And nothing illustrates this better than what school districts and charter schools recently went through relative to the deferral of payments, that besieged us all during the recession.",0.0
False,,"School districts had a lot more options to pursue in order to get through that period. The charter schools did not. We had to turn to our board members, we haven't had to turn to our founders and our staff just to keep our doors open. Under government code 1090, which is a meekly approach to controlling conflict of interest,",0.0
False,,"many of our charter schools may not have survived, because they wouldn't have been able to turn to these people and ask for help because they were board members and they would be prohibited from helping. Or we'd have to say we'll take your money but you can no longer be on our board.",0.0
False,,"We're simply asking that a provision of the law that is so draconian when it comes to an organization, like a charter school. Needs to be excluded from this proposal. I will say, and, and many of you are new, and many of you have not heard this before. And I hope that you don't have to hear it as many times as we have had to hear it.",0.0
False,,"But the reality is this is an issue that has been down this road several times. This is an issue that the governor has made clear, in 2011 with AB 360. Last year with AB 913, that he's not interested in seeing a bill with government code 1090 in it. We have said from the beginning that if we collectively, CTA and Axon, CSBN,",0.0
False,,"and all the other organizations grab hands and walk down to the governor's office with a deal that we can all support, we believe we can finally convince the governor to make some changes in governance and conflict of interest that will serve everybody and serve everybody well.",0.0
False,,"And we would encourage this committee, at some point, if it's not today later in the process, to allow us all to do that. Put 1090 aside. Keep three quarters of the bill and move it forward to the Governor's office and get a signature. Thank you.",0.0
False,,"Sure. Mr. Thurmond, thank you for the questions, and hopefully I can explain this concisely. First, please understand that 1090 is an absolute statute. There is no wiggle room, there is no recusal not even a question of whether you benefit or not. If you are on the board of directors, you cannot engage in any financial interaction with the organization on whose governing board you sit.",0.0
False,,Does not include contributions.,0.0
False,,You could make a donation.,0.0
False,,"Absolutely. So, charter schools, unlike school districts, often depend, especially during their opening phases, depend on the benefits provided by founders, by board members, people who are committed to making sure that the charter school is open and runs successfully and can keep the doors open, and that's not always a whole lot of people.",0.0
False,,"Some charter schools may do really well in the long run relative to fundraising, but early on, and also in periods of recession like we recently experienced, we often turn to people who are so passionate about the school, that they have committed themselves not only financially, but also to its governance.",0.0
False,,"And so when you have somebody who's willing to step up and, for example, provide a better than market rate on a facility that he or she owns that can be used for the charter school could even arrange a lease that's at zero, it's still a lease, and it's still a contract. And so while the charter school may be paying little or nothing for",0.0
False,,"that facility, the person offering that could not sit on the Board of Directors and offer it. Even if it's $0.",0.0
False,,"Well, certainly not with me, but we could certainly share that with you. And would certainly defer to leg counsel if leg counsel has an opinion on that provision of the law as well. I hate to put you on the spot.",0.0
False,,"Just to be clear, our experience with it is it's very absolute, and it could be zero dollars, but as long as a contract is involved, like a lease, it would apply.",0.0
False,,"Well there's the deferral issue we had members sitting on the board of directors who actually loaned money sometimes at zero or a very low rate, in order to get them through, and that was, you know, it was a real help to many charter schools.",0.0
False,,"I appreciate that, and you're absolutely right. We can't work it out in committee this afternoon. And look forward to talking. And again, most of you have not been down this path before so you haven't had the experience of talking about this, like Dr. Weber has many times in the past. So, what you're referring to in the 49% is the Corporations Code.",0.0
False,,"And because most of our charter schools are incorporated as non-profits, they are governed by the Corporations Code. The 49% is a threshold beyond which you cannot go in terms of financially interested parties. Meaning, for example, teachers sitting on a board of directors, people who are employed by the corporation.",0.0
False,,"It still does not mean that you can engage in a contractual relationship in which you have a conflict of interest. The corporations code is abundantly clear. About conflict of interest, relative and if you have a conflict of interest, this is the big difference with 1090, under the corporations code you can actually recuse yourself from the vote.",0.0
False,,"You can still have a contractual relationship but you can recuse yourself. You cannot influence the other members of the corporate governing body, but you don't have to relinquish your role as a member of that governing body.",0.0
False,,"Mr. Chair, can I correct something?",0.0
False,,"I just wanted to speak briefly about the Charter School Association. Witness expressed that currently they fall under the Corporations Code with respect to this issue. And I would just, assert that Government Code 1090 is applicable right now at charter schools. This bill is intended to clarify that,",0.0
False,,"but that's part of why this is keyed not fiscal because it's basically current law, and we're putting it in statute to eliminate any lack of clarity. We're trying to make it more clear.",0.0
False,,Thank you. Michael Pimentel here on behalf of the California Association of Tax Collectors. Our county treasurers and tax collectors here in strong support.,0.0
False,,Absolutely. Both.,0.0
False,,That's correct. Absolutely,0.0
False,,Amber King with the Association of California Health Care Districts. We represent 28 of the state's rural hospitals and 20 of the state's critical access hospitals.,0.0
False,,We believe that SB 22 is a critical step towards increasing physicians in the most rural and underserved areas throughout the state. We'd urge your support.,0.0
False,,Sawait Seyoum on behalf of Health Access California. We're in support.,0.0
False,,"Good afternoon, Mr Chair and members. Connie Delgado with the California Hospital Association. Observation is a tool that physicians use to determine whether or not the patient should be admitted.",0.0
False,,And this bill would create some conflicts with the Federal CMS Regulations on observation. We also believe that patients should receive care based on their needs and not the name of the unit for which they are placed.,0.0
False,,"We do recognize that staff has been working very diligently to address some of the concerns that we have. The issue of observation is very confusing, and for those reasons we are opposed to this bill.",0.0
False,,I have Dr. Perot here with me to answer any technical questions that you may have.,0.0
False,,Amber King with the Association of California Healthcare Districts also in opposition.,0.0
False,,Yeah the state of California doesn't recognize observation unit. We don't have the classification for that. There is where the conflict is.,0.0
False,,"We have patients who are in observation, and we have the bill that, that deals with observation units. But the state, but there isn't a classification in license. Like, you have the ICU beds. You have this department. There isn't observation.",0.0
False,,That is correct.,0.0
False,,"The amendments do not address our concerns, we still feel that there is still the conflict that exists. And, I think it will just, it will be a difference between the two.",0.0
False,,I don't think so.,0.0
False,,"Mr. Chair, members, Sawait Hezchias-Seyoum on behalf of Health Access California we are we want to thank the author and the committee for amendments and we will continue to work with the author on polishing the bill up further,hank you.",0.0
False,,Connie Delgado with the California Hospital Association in support of the bill.,0.0
False,,Connie Delgado with the California Hospital Association. We don't have an official position on the bill but we do look forward to continuing discussions on preserving emergency services.,0.0
False,,"Yes, thank you Mr. Chair. Amber King with the Association of California Healthcare Districts. We represent public skilled nursing facilities in remote areas of the state and we echo the concerns already raised, thank you.",0.0
False,,"Amber King, with the Association of California Healthcare Districts, in support.",0.0
False,,"Autumn Ogden, with the American Cancer Society, Cancer Action Network, also in support.",0.0
False,,"Sandra Poole, California Black Health Network, strong support.",0.0
False,,Absolutely.,0.0
False,,That's correct. Absolutely.,0.0
False,,Thank you Senator.,0.0
False,,Number two.,0.0
False,,"I did say number two, the extension of court fee increases.",0.0
False,,Trailer bill.,0.0
False,,Your member has a question.,0.0
False,,"Yeah, and we need to pull it so he can ask his question.",0.0
False,,"So, let's do, let's take out the three, and let's vote on all the remaining, and get those out of...",0.0
False,,Thank you.,0.0
False,,"Item number two the extensive court fee increases. You want comments, or should we hold all three for the vote?",0.0
False,,"Okay. We're gonna hold all three for the vote, and we'll go right into, and when we get more members  here, so we can have the full commitee here to vote, we'll deal with those three items.",0.0
False,,"So, we're gonna move to items to be heard. Issue number one from the Office of Emergency Services, the comprehensive, direct services for all victims of human trafficking.",0.0
False,,"Thank you, we have The Coalition to Abolish Slavery and Trafficking and the Office of Emergency Services. Whenever you are ready to begin.",0.0
False,,"I have a comment from the Attorney General's office, not the Office of Emergency Services? No.",0.0
False,,Okay. We have all three.,0.0
False,,Thank you.,0.0
False,,"Thank you, are there any comments form the Department of Finance? You don't have to comment. Okay, LAO's office. Okay, is there any public comment? No? Is there any questions from any of the committee members? Yes, Miss Campos?",0.0
False,,This is a discussion only.,0.0
False,,"Okay. Thank you. And so, now I'll make a brief comment. I'm also on Public Safety and there's been a lot of bills coming through and different permutations of how do we deal with human trafficking, and for the first time the chair, Mr. Quirk and I, along with Miguel Santiago, Assembly member, we said we need to come up with a comprehensive plan.",0.0
False,,"And I invite you to join that discussion because you have a critical part in making sure that we can stem this tide, or one of my colleagues likes to use the term, 'tsunami'. This whole human trafficking problem has been like a tsunami that's just overtaken us, and we're using traditional methodology to deal with prostitution, but this is much bigger than local prostitution.",0.0
False,,"It's an international problem. It's a national problem, and it's so insidious that it gets people involved in it. The victims of it are scarred for life and it takes more than just displacing them and moving them out of an area, we gotta do more. And so, we will have that conversation.",0.0
False,,"It looks like I have a motion to fund you with one-time cost from special fund for this year. I will also add that during that discussion we're gonna have comprehensively, we need to also have a discussion about how to fund this and how to fund you on an ongoing basis.",0.0
False,,"Whether it's someone with a raffle bill that the Dodgers can fund you or any other sports team can fund you, but so we can sort of can do God's work and do good things, we need to do that.",0.0
False,,"We need to make sure that if there's a funding stream, we need to find that, and if we have to pay for the general fund I think it's perfectly appropriate for us to pay for the general fund. But we need to come up with ways to combat this, and we're gonna need some money, and that's what this committee is all about.",0.0
False,,"And so yes, we can keep you going for one year, but we all know we got to keep you going for, year after year and year until we kind of stem the tide, and so, with that, Ms. Camps, do you have a motion?",0.0
False,,"We're going to move for approval of $10 million, one time, from the victim restitution fund reserves. Special fund. Is there a second?",0.0
False,,You got your money. Congratulations.,0.0
False,,"Well, at least this part. We've gotta get through, the adults gotta go with it also. But, I think you should be okay. So we're gonna go back to the vote-only items, and we're gonna start with voting on item number two, the extension of court fee increases. We'll go ahead and vote on that one, and then the other two. If there's any comment.",0.0
False,,"Item Number 10, The Hepatitis C Treatment Update. Are there any questions or concerns from any of the committee members?",0.0
False,,"Okay, do you want to try to tackle it?",0.0
False,,"Okay. Dr. Thrat, did you have anything you wanna add?",0.0
False,,"Thank you, Assembly Member Lackey, those are good questions so I implore that you get back to him. They're right on point. So would now entertain a motion to approve the Hep-C treatment.",0.0
False,,"And now move to the final vote-only item. Item number 14, Arts and Corrections. Did you have any comment?  No comment, okay.",0.0
False,,"And I've been to several different programs, Tim Robbins, the actor, has one where I've actually met inmates, and I would say that it's proved to be effective in changing the way their criminality is, and it's another way that they can express themselves, another way that inmates can relieve some tension, anger.",0.0
False,,A lot of anger management's involved in some of these arts programs. And the inmates themselves have told me how it has kind of turned there lives around.,0.0
False,,"They probably should, to your point and to the LAO's point, they probably should keep track of how successful it is and I'm pretty sure if we were to get the individuals in charge of that, most of these programs they probably have some tracking mechanism.",0.0
False,,"But my friend who also has worked in this field for a lot of years, for most of her life, she's an actress and she obviously, she advocates on behalf of this.",0.0
False,,"I always tease her that artsy people don't necessarily become very good bureaucratic people because they don't keep track of their effectiveness, because they're free spirited, as opposed to us who are a little more bureaucratic. Did I stall enough until she got here?",0.0
False,,"We're not very good at keeping track. Good morning, before you got here, Mr. Lackey had a question about the effectiveness of the art programs and are we keeping track, could there be better utilization of the two million dollars, as opposed to, and I believe the LAO has also had some concerns and so, I was just now mentioning that I have been to where Tim Robbins has done some programs.",0.0
False,,"I've been to some other arts programs where I thought it was very effective and I don't know if you track it. So, that's kind of where we are right now before we take a vote on this.",0.0
False,,"Thank you. And I'm gonna ask that we move this. And hopefully, the data that you collect, those of us that are on the committee that are a little more skeptical, with your data showing that is a proven program that helps reduce recidivism. I'm almost positive we can get any no to an aye pretty quickly once we show the effectiveness of it.",0.0
False,,"Right, thank you. There a motion to...",0.0
False,,Okay. Did you want to make a statement?,0.0
False,,"Okay. Thank you. Office of Finance? It's a good thing, though, right? Oh, okay. LAO.",0.0
False,,Thank you.,0.0
False,,"""What is the new buffer for out of state beds?"" is the question.",0.0
False,,"Okay. And just so you know the reason, I think we've gone decades where we have been building prisons, send people out of state to prisons, I think for the first time we can begin a discussion on eliminating prisons.",0.0
False,,"But most important, bringing people who are out of state as far as Oklahoma and Mississippi and Texas that are our prisoners, back to California. And to do it in a comprehensive way. That's why we're asking for long range so that this legislature and this body can plan for that.",0.0
False,,"And say with the LAO, how can we take those savings and then plow them back into more recidivism programs so that number can keep going down, keep on going down.",0.0
False,,"Obviously, there will be people who we're going to still need prisons for but do we really need as many as we have right now? And if we can kind of gauge what that number is so we can start drawing down in a responsible way because obviously, the last thing we want to do is eliminate a prison when we really need one.",0.0
False,,"Or eliminate some of the contract beds outside the state, when we may need them in the next five years or we need to keep that number constant. Or have that buffer, that's why it's so important to know what that buffer is. And so, as we move on, hopefully we continue that conversation, so we can be better at this. Are there any other questions from committee members? All right, then thank you for your update.",0.0
False,,"Oh, I'm sorry. There's a motion to approve the proposed update. Is there a motion?",0.0
False,,"Thank you. And then, issue number three, the Receivership Transition Plan update.",0.0
False,,Office of Finance? LAO?,0.0
False,,"Okay. Is there, I forgot the last time, is there any public comment? Any public comment in the last thing we talked about? Okay, and any comments from any of the members?",0.0
False,,"Actually I had, we'll move in a second, I had a question.",0.0
False,,"Yeah. Please. Thank you, Mr. Bigelow. Thank you Mr. Bigelow for allowing me to ask a question.",0.0
False,,"The Correctional Rehabilitation Center at Norco. There has been a lot of discussion about it. It's a rehabilitation center, and I've heard good things about the program itself. Actually I've heard great things about the rehabilitation program, however the facility itself is not in good shape.",0.0
False,,"Maybe about 1.5 or 6 billion to get it up to where its habitable. I'm going to use that word habitable. Or we could close it and probably save about 165 million a year. And can the contacts of the Receiver, I would think they would want us to address this before we would be able to get them to go. And already have a plan.",0.0
True,toxicity,"That's your, I know you're not the Receiver.",0.1027577221393585
False,,"Okay, and maybe this is early, does CDCR have a, I don't wanna put you on the spot, but I guess I am.",0.0
False,,"Oh, no, he bailed you out.",0.0
False,,LAO?,0.0
False,,"Okay. Members? Have any questions? We already asked that, okay. So, I would like to get a motion to approve the updated transition plan, and seek further information on how, I guess we will get that from the Finance on the Correctional Rehabilitation Center, and its impact on the healthcare receivership, cuz very important for us to get control back, and will you be in charge of all of this, after this?",0.0
False,,"Okay. Yes, I want your motion again.",0.0
False,,"No, I didn't mess it up.",0.0
False,,"Do we have any other votes that we need to? Thank you gentleman, ladies.",0.0
False,,Roll's now open.,0.0
False,,That's it?,0.0
False,,"Thank you very much everyone, we stand adjourned.",0.0
False,,"Kelly Brooks on behalf of the Board of Supervisors of Santa Clara County, we're here in support. We'd like to thank the governor for including this anti-poverty strategy. We'd also like to thank the subcommittee for your work over the last couple of years on looking at strategies to reduce poverty. Thank you.",0.0
False,,Good morning. My name is Kevin Aslanian. I'm with the Coalition of California Welfare Rights Organizations. Representing families and children that live way below 31 or 21% of the poverty level.,0.0
False,,"And while this proposal is a great proposal, it doesn't really help our families living in deep poverty, like the MFC children, or the families that hit the 24 month clock. So if I had a limited pot of money, first I would use it for those families, then I would use it for EITC.",0.0
False,,"So I think you need to spend your money wisely, and make sure you help the people who really are in deep, deep poverty, thank you very much.",0.0
False,,"Yeah. Kevin Aslanian, Coalition California Welfare Rights Organization. It's shameful that California is one of the three states in the United States of America that has a 24 month clock. Third one is Idaho, and Arizona. And that is real shameful.",0.0
False,,"And all we're doing is saving $1 million. And just imagine how much administrative cost you have to run this whole thing. And I think the best thing to do is just get rid of it. Go back in 48 months or 60 months like the state, like the federal provides for and you save a lot of administrative cost.",0.0
False,,"And also, less families will suffer misery. Thank you.",0.0
False,,"Kevin Aslanian, Coalition of California Welfare Rights. Ditto. Thanks.",0.0
False,,"Thank you. Now, Kevin Aslanian, as the coalition of California organizations in support of the simplification process for the CalFresh reporting, we appreciate the department inviting us and participating in a work group to make sure that that benefits the recipients and the administration. Thank you.",0.0
False,,Danielle Kendall Kaiser on behalf of Lake Tahoe Community College District in support.,0.0
False,," Danielle Kendall Kaiser on behalf of EFF, Electronic Frontier Foundation and the privacy rights clearing house in opposition.",0.0
False,,"Mister Chairman, Senator Seth Bramble here on behalf of the California Teachers Association, proud to co-sponsor this important legislation, here to speak on the fiscal impact which is in the millions, savings, not cost.",0.0
False,,We do appreciate the work of the committee staff and just want to add that requiring competitive bidding in charter schools means we obtain goods and services at the lowest prices which does represent substantial savings.,0.0
False,,"Several proposals in the last several years have made it clear that we do have a serious problem with the finding the capacity of an authorizer to do effective oversight. The lack of oversight has resulted in fraud, waste, and abuse of tax dollars. $81 million to date in this state already documented.",0.0
False,,"From the charter school environment and a projection of an additional hundred million dollars in 2015 alone. A report put out by ACE, descended for popular democracy and public advocates In March of this year documents this fact.",0.0
False,,"I do have copies for each of you that I've given to the sergeant to distribute, and the savings to the state associated with senate bill 329 through improved oversight is desperately needed. We look forward to working with the committee to move this proposal off of suspense. Thank you.",0.0
False,,"Thank you. Thank you Mr. Chair, members. Nick Louizos on behalf of the California Association of Health Plans. Of course we support the state covering its costs in this area. We must say that a quarter of a billion dollar supplemental down payment for one class of drugs is particularly worrysome.",0.0
False,,"The state has signaled that there are costs in the future incoming in next years budget, and that we should collectively be working together to figure out some solutions. So the health plans would like to be a part of those discussions, and we appreciated being invited to the stakeholder meetings that have taken place.",0.0
False,,"As a part of that process we believe that there should be a discussion about transparency in underlying prices. And a comprehensive look across state programs, to get a real look of how many people in state programs need high cost speciality drugs. Whether they're Hep C, or other types of drugs.",0.0
False,,"And that can be LAO or another entity. We think it's important because the pipeline is getting jam packed with a lot of drugs that are expected to be very high cost. The cholesterol drug is gonna be coming on the market very soon, that's about $10,000 per year for folks that qualify for that drug.",0.0
False,,"And so that's a drug that they're going to be taking for the rest of their life. So, it's these types of cost pressures in the program that create some affordability and access issues and we think it's a serious problem. Thank you.",0.0
False,,"Thank you. Senator Stone, anything on this item?",0.0
False,,"Thank you, Mr. Chair and members. Nick Louizos on behalf of the California Association of Health Plans. Obviously we're supportive of the state covering its costs in this area.",0.0
False,,We do find it worrisome that the state is putting a quarter of a billion dollars down as a supplemental payment for just one class of drugs dealing with one disease and the state is signaling that there are more costs down the line and potentially next year's budget.,0.0
False,,And that we should be collectively working together to try explore solutions. We want to continue to be a part of that process. We appreciate HHS for including us in the stakeholder meeting that happened a month or so ago.,0.0
False,,We do believe as a part of that process there should be more transparency around the underlying pricing of drugs and a comprehensive look across state programs to get a real look at which populations are affected and what the budget implications are down the line.,0.0
False,,"The pipeline for new drugs is getting jam packed with a lot of costly drugs that'll be introduced into the market. And the state could be seeing billions of dollars in exposures as a result. So, we think there's a remaining problem here with respect to affordability and potentially access. So, thank you.",0.0
False,,"Hi, Nicholas Chavez here on behalf of the California Association of School Transportation Officials. Want to align our comments with Michael Hulsizer of Kern County. And we'd like to request the adoption of the funding for SB191 in the appropriation assembly budget. Thank you.",0.0
False,,"Good afternoon, Lizette Everett on behalf of the Queen College League of California. Again, wanna thank the administration for a very strong proposal and the investment in community colleges. As we see they're tiny populations and times where those students need a place to go.",0.0
False,,"Community colleges are always there for them, so we thank for the investment. Specifically, we wanna thank the administration for the unallocated resources, as been stated by several before me.",0.0
False,,"These resources will ensure that we can cover retirement costs, as well as the increasing health benefit cost and other energy costs that have continued to go up. We are strongly in support of the Governor's vision and direction for equity.",0.0
False,,It's time to address the long standing systemic equity issues that exist on our campuses that affect all of our students. And we need an approach and plans that can help all of our students close those equity gaps. We're supportive of the 75 million augmentation for full-time faculty.,0.0
False,,"Our point would be to ensure that those can be flexible resources so they can address other faculty related issues such as part-time faculty office hours, etc. And overall we're also in support of the direction of the basic skills grants but wanna ensure that all colleges can participate from those resources.",0.0
False,,All of our colleges have basic skills needs and this can be beneficial to ensuring that students complete on time. Thank you.,0.0
False,,"Yes, thank you Madame Chair. Tamara Rasberry representing San Diego Gas and Electric. Also concurrence with my colleagues from my sister utilities. And our concern is that this Trailer bill language clearly circumvents the policy process and raises significant policy concerns.",0.0
False,,"One being that it appears to benefit federal government and not federal government military bases and not to military personnel. And though the Trailer bill appears to attempt to apply the NEM 1.0 rules to the federal government's buildings, it could set up a situation that allows the federal government to",0.0
False,,"avoid paying costs that other NEM 1.0 customers do pay. And ironically, some of those could be non-military customers or as well military personnel who live off base. And at a minimum the Trailer bill should require the federal government to pay for all system upgrade costs and technologies required for the safe and reliable operation of the utility system. Thank you.",0.0
False,,"Madam Chair and members, Carl London here on behalf of the California Disability Services Association, we're an organization of approximately 100 community based agencies throughout California that serve this population.",0.0
False,,"Wanna express our support for the Governor's May revise, relative to the developmental centers, kind of in line with Senator Stone's thinking. We obviously know this is gonna be a process, but we wanna urge you to look very carefully at the resources, what we do with the developmental center resources over time.",0.0
False,,"Every other closure we've had, the resources go away. They evaporate after closure, the community gets nothing. Also passed out for you a reminder of just the history of the rates in California, and what we've done in the past 13 state budgets.",0.0
False,,"This community has not had but one increase over that time period in 2006, seven, and that was promptly taken away a couple years later by the legislature and Governor, because of the falling out of the economy and the state budget overall.",0.0
False,,"Restored in the last couple of years, but only restored to 2006, seven levels, so one rate increase, you basically, the legislature and the governor's offices asked community based providers to provide the same level of care to 280,000 people at a 3% increase over a 13 year period while consumer price index, alone, has risen over 30%.",0.0
False,,"It's impossible to do from a business standpoint. You don't make up negative numbers in volume by doing more, and this budget has to recognize rate increases for this community, and we urge strongly that you include that we're appreciative of Senator Stone's comments on this again.",0.0
False,,"I want to applaud him particularly coming from the Republican Wing, and looking at reinvesting and putting money, I'm glad that he's brought himself to the party quite frankly.",0.0
False,,But and the last thing.,0.0
False,,"Well your good friend Ms. Grove is on the same page too, so.",0.0
False,,"The last comment I'd make is I also dipped my pool into the volunteer side of things. I'm now, unfortunately, a board president of a local agency in Sacramento and we're at the point today where we are losing staff because of money.",0.0
False,,"That creates great instability among the people we serve and in this population, stability is everything. Please include a rate increase in this budget as you move it back along to the Governor. Thank you.",0.0
False,,"Madam Chair, members. Carl London on behalf of the California Disability Services Association. We certainly support the staff recommendation in you agenda.",0.0
False,,"Would like to make one further comment and recommendation, and that is that we consider, as we're talking about developmental center closures, that we consider adding additional language that prioritize closure for those units where we have already lost the federal funding, or at significant risk for losing the federal funding.",0.0
False,,"That ought to be the highest priority for closure as we move forward with planning that, no matter what the process is, because it means more dollars out of the general fund.",0.0
False,,"And away from everything else that we would all think money should go towards in the state budget. So, we'd ask you to, consider that as well. Thank you.",0.0
False,,"Yeah. Madam Chair and members, Carl London on behalf of CGSA. I want to, you know, a huge ditto to what Senator Stone had to say.",0.0
False,,"It is awfully hard to look at the January or May revision of this budget with absolutely zero in this budget, to benefit community-based programs for this population that desperately needs it.",0.0
False,,"And then also propose, in the same breath, that we give away a property, and assets that have been serving this population for decades, at zero cost. That is incredibly frustrating to look at.",0.0
False,,"The legislature can make a policy statement if it wants to, and we would urge you to do it. To look at these properties as an extension of the service system.",0.0
False,,"Grab them and at least take part of this back to the community, so we can serve this population fairly. And in accordance with the Lanterman Act.",0.0
False,,"To do otherwise is to just strip us of property and assets that have been serving the community or this population for a long, long, time. As we look at Sonoma, as we look at Fairview, Sonoma, has been in service for many decades.",0.0
False,,We can't just give this stuff away for free. It's awfully hard to feel great about the education system getting a free chunk of land out of our community. And getting nothing in return in the Governor's budget or the May revision. Thank You.,0.0
False,,"Madam Chair, members, first of all, thank you for the opportunity to speak on these items all day long today so thank you. California Disability Services Association, Carl London on behalf of them, we support this as well.",0.0
False,,"We're very excited about this, this has been on our radar for the last three years and the 20% number seems fair because we do have to worry about balancing the model of integration for our populations. So well done.",0.0
False,,"Thank you, Madame Chair.  Jenny Bellow with the Legislative Analyst's Office.  On this issue, we appreciate that by using an existing infrastructure the department is able to get this funding out without reserving any of it for administrative costs at the state level.",0.0
False,,"That said, on these drought proposals we are suggesting that departments report to the legislature on the expected outcomes of this investment. How they will be measuring those outcomes and how they will be reporting those outcomes back to you, so you have some information to evaluate whether or not the investment returned the outcomes that you expected.",0.0
False,,"Thank you Madame Chair. Jenny Bellow with the legislative analyst office. On the issue of the in home supportive services case load, we've requested some backup information from the department, are continuing to look at it, and we'll advise you if we spot anything that we think is worth talking about.",0.0
False,,"On the issue of the Fair Labor Standards Act, you're faced with several elements of uncertainty here, the first being we're not sure when the federal courts will ultimately issue their decision, what that decision will be, and if there will be further appeals.",0.0
False,,"Secondly, if they do decide that states need to go forward with implementing Fair Labor Standards Act new rules on overtime, it's not clear how much lead-in time they'll give us, or how long it'll take us to get our systems up and running.",0.0
False,,"So the administration has decided to deal with that uncertainty and that risk by building in a full year of costs, to support paying for overtime for IHS providers. The legislature could decide to deal with that risk differently.",0.0
False,,"Clearly there are trade-offs, by providing a full year of funding for it in the budget year, it means you have less money freed up for other priorities, so those are the types of trade-offs and things you'll have to be thinking about.",0.0
False,,Move the bill.,0.0
False,,"Chairman Gomez, committee members, my name is Matt Regan. I'm here representing the Bay Area Council. We are a business sponsored, public policy, advocacy organization. Comprised of about 300 of the largest employers in the San Francisco, Silicon Valley region.",0.0
False,,"According to the latest Franchise Tax Board Data, we have about 20% of the state's population and just produced about 40% of the state's income taxes. So, we know that knowledge based economies are successful economies, we know that they help balance budgets.",0.0
False,,"But our problem in California is that we fail to produce enough high school graduates to meet the needs of that knowledge based economy. And why is that? Well, we looked back into the early years and reverse engineered the problems. It's not necessarily all on the heads of high school teachers.",0.0
False,,"We noted that a third of kids entering kindergarten in California currently lack the basic skills to compete with their peers. They lack the social, emotional skills, the self regulation and cognitive skills, to meet the levels required of them in kindergarten. The solution is to invest earlier.",0.0
False,,"Upstream, we know that a child's brain develops all of it's architecture in the first five years of life. We also know that investing in the early years produce significant returns to state coffers. According to the president's council of economic advisors, that's an average of $8 to every $1 invested.",0.0
False,,It can go as high as $16 to $1 according to the data and research done by Nobel Laureate James Hackman. That's for the kids most at risk.,0.0
False,,"Okay, so the savings come from reduced rate repetition and need for remedial education in our K-12 system. So we would urge an aye vote, it's good for our kids, it's good for our economy and it's good for our state. Thank you very much.",0.0
False,,"Steve Cruz on behalf of San Mateo County. I understand it might be parsed off separately but we're supportive of the back affiliate of the insufficient in ERAF piece so, I appreciate that. Thank you.",0.0
False,,"Brian Euler, LAO.",0.0
False,,"Just briefly, I think your agenda does a pretty good job of laying out our sort of overarching comments on this issue, so I'll just speak briefly to one of the points that you raised, and one of the outstanding issues that's mentioned in your agenda and that's the interest rates on the successor or the city agency loan agreements.",0.0
